game,DeepSeek V3.2,Nova Pro,Qwen Coder
breakout,,0.725,
dodge_blocks,0.8445,0.5680000000000001,0.716
flappy_bird,0.8400000000000001,0.807,0.801
maze_runner,0.6965,0.6965,0.707
pong,0.563,0.7525,0.645
snake,0.642,0.7615000000000001,0.801
